,City,Year,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal,Country,Int Olympic Committee code
923,St Louis,1904,Football,Football,"BRITTINGHAM, Warren G.",USA,Men,football,M,Silver,United States,USA
924,St Louis,1904,Football,Football,"BROCKMEYER, Oscar B.",USA,Men,football,M,Silver,United States,USA
925,St Louis,1904,Football,Football,"CUDMORE, Alexander",USA,Men,football,M,Silver,United States,USA
926,St Louis,1904,Football,Football,"JANUARY, Charles James",USA,Men,football,M,Silver,United States,USA
927,St Louis,1904,Football,Football,"JANUARY, John Hartnett",USA,Men,football,M,Silver,United States,USA
928,St Louis,1904,Football,Football,"JANUARY, Thomas Thurston",USA,Men,football,M,Silver,United States,USA
929,St Louis,1904,Football,Football,"LAWLER, Raymond E.",USA,Men,football,M,Silver,United States,USA
930,St Louis,1904,Football,Football,"LYDON, Joseph",USA,Men,football,M,Silver,United States,USA
931,St Louis,1904,Football,Football,"MENGES, Louis John",USA,Men,football,M,Silver,United States,USA
932,St Louis,1904,Football,Football,"RATICAN, Peter Joseph",USA,Men,football,M,Silver,United States,USA
933,St Louis,1904,Golf,Golf,"MCKINNIE, Burt P.",USA,Men,individual,M,Bronze,United States,USA
934,St Louis,1904,Golf,Golf,"NEWTON, Francis Clement",USA,Men,individual,M,Bronze,United States,USA
935,St Louis,1904,Golf,Golf,"LYON, George Seymour",CAN,Men,individual,M,Gold,Canada,CAN
936,St Louis,1904,Golf,Golf,"EGAN, Henri Chandler",USA,Men,individual,M,Silver,United States,USA
937,St Louis,1904,Golf,Golf,"CUMMINS, Edward M.",USA,Men,team,M,Gold,United States,USA
938,St Louis,1904,Golf,Golf,"EDWARDS, Kenneth Paine",USA,Men,team,M,Gold,United States,USA
939,St Louis,1904,Golf,Golf,"EGAN, Henri Chandler",USA,Men,team,M,Gold,United States,USA
940,St Louis,1904,Golf,Golf,"EGAN, Walter Eugene",USA,Men,team,M,Gold,United States,USA
941,St Louis,1904,Golf,Golf,"HUNTER, Robert Edward",USA,Men,team,M,Gold,United States,USA
942,St Louis,1904,Golf,Golf,"MOORE, Nathaniel Fish",USA,Men,team,M,Gold,United States,USA
943,St Louis,1904,Golf,Golf,"PHELPS, Mason Elliot",USA,Men,team,M,Gold,United States,USA
944,St Louis,1904,Golf,Golf,"SAWYER, Danieledward",USA,Men,team,M,Gold,United States,USA
945,St Louis,1904,Golf,Golf,"SMOOT, Clement E.",USA,Men,team,M,Gold,United States,USA
946,St Louis,1904,Golf,Golf,"WOOD, Warren K.",USA,Men,team,M,Gold,United States,USA
947,St Louis,1904,Golf,Golf,"CADY, John Deere",USA,Men,team,M,Silver,United States,USA
948,St Louis,1904,Golf,Golf,"LAMBERT, Albert Bond",USA,Men,team,M,Silver,United States,USA
949,St Louis,1904,Golf,Golf,"MAXWELL, John R.",USA,Men,team,M,Silver,United States,USA
950,St Louis,1904,Golf,Golf,"MCKINNIE, Burt P.",USA,Men,team,M,Silver,United States,USA
951,St Louis,1904,Golf,Golf,"MCKITTRICK, Ralph",USA,Men,team,M,Silver,United States,USA
952,St Louis,1904,Golf,Golf,"NEWTON, Francis Clement",USA,Men,team,M,Silver,United States,USA
953,St Louis,1904,Golf,Golf,"POTTER, Henry",USA,Men,team,M,Silver,United States,USA
954,St Louis,1904,Golf,Golf,"SEMPLE, Frederick",USA,Men,team,M,Silver,United States,USA
955,St Louis,1904,Golf,Golf,"STICKNEY, Arthur William",USA,Men,team,M,Silver,United States,USA
956,St Louis,1904,Golf,Golf,"STICKNEY, Stuart Grosvenor",USA,Men,team,M,Silver,United States,USA
957,St Louis,1904,Gymnastics,Artistic G.,"WILSON, Ralph",USA,Men,club swinging,M,Bronze,United States,USA
958,St Louis,1904,Gymnastics,Artistic G.,"HENNIG, Edward",USA,Men,club swinging,M,Gold,United States,USA
959,St Louis,1904,Gymnastics,Artistic G.,"VOIGT, Emil",USA,Men,club swinging,M,Silver,United States,USA
960,St Louis,1904,Gymnastics,Artistic G.,"WEBER, Wilhelm",GER,Men,combined 3 events,M,Bronze,Germany,GER
961,St Louis,1904,Gymnastics,Artistic G.,"SPINNLER, Adolf",SUI,Men,combined 3 events,M,Gold,Switzerland,SUI
962,St Louis,1904,Gymnastics,Artistic G.,"LENHART, Julius",USA,Men,combined 3 events,M,Silver,United States,USA
963,St Louis,1904,Gymnastics,Artistic G.,"MERZ, William",USA,Men,combined 4 events,M,Bronze,United States,USA
964,St Louis,1904,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,combined 4 events,M,Gold,United States,USA
965,St Louis,1904,Gymnastics,Artistic G.,"EYSER, George",USA,Men,combined 4 events,M,Silver,United States,USA
966,St Louis,1904,Gymnastics,Artistic G.,"EYSER, George",USA,Men,horizontal bar,M,Bronze,United States,USA
967,St Louis,1904,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,horizontal bar,M,Gold,United States,USA
968,St Louis,1904,Gymnastics,Artistic G.,"HENNIG, Edward",USA,Men,horizontal bar,M,Gold,United States,USA
969,St Louis,1904,Gymnastics,Artistic G.,"SPINNLER, Adolf",SUI,Men,individual all-round,M,Bronze,Switzerland,SUI
970,St Louis,1904,Gymnastics,Artistic G.,"LENHART, Julius",USA,Men,individual all-round,M,Gold,United States,USA
971,St Louis,1904,Gymnastics,Artistic G.,"WEBER, Wilhelm",GER,Men,individual all-round,M,Silver,Germany,GER
972,St Louis,1904,Gymnastics,Artistic G.,"DUHA, John",USA,Men,parallel bars,M,Bronze,United States,USA
973,St Louis,1904,Gymnastics,Artistic G.,"EYSER, George",USA,Men,parallel bars,M,Gold,United States,USA
974,St Louis,1904,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,parallel bars,M,Silver,United States,USA
975,St Louis,1904,Gymnastics,Artistic G.,"MERZ, William",USA,Men,pommel horse,M,Bronze,United States,USA
976,St Louis,1904,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,pommel horse,M,Gold,United States,USA
977,St Louis,1904,Gymnastics,Artistic G.,"EYSER, George",USA,Men,pommel horse,M,Silver,United States,USA
978,St Louis,1904,Gymnastics,Artistic G.,"VOIGT, Emil",USA,Men,rings,M,Bronze,United States,USA
979,St Louis,1904,Gymnastics,Artistic G.,"GLASS, Hermann",USA,Men,rings,M,Gold,United States,USA
980,St Louis,1904,Gymnastics,Artistic G.,"MERZ, William",USA,Men,rings,M,Silver,United States,USA
981,St Louis,1904,Gymnastics,Artistic G.,"VOIGT, Emil",USA,Men,rope climbing,M,Bronze,United States,USA
982,St Louis,1904,Gymnastics,Artistic G.,"EYSER, George",USA,Men,rope climbing,M,Gold,United States,USA
983,St Louis,1904,Gymnastics,Artistic G.,"KRAUSE, Charles",USA,Men,rope climbing,M,Silver,United States,USA
984,St Louis,1904,Gymnastics,Artistic G.,"DUHA, John",USA,Men,team competition,M,Bronze,United States,USA
985,St Louis,1904,Gymnastics,Artistic G.,"KRAUSE, Charles",USA,Men,team competition,M,Bronze,United States,USA
986,St Louis,1904,Gymnastics,Artistic G.,"MAYACK, Robert",USA,Men,team competition,M,Bronze,United States,USA
987,St Louis,1904,Gymnastics,Artistic G.,"MEYER, George",USA,Men,team competition,M,Bronze,United States,USA
988,St Louis,1904,Gymnastics,Artistic G.,"SCHUSTER, Philipp",USA,Men,team competition,M,Bronze,United States,USA
989,St Louis,1904,Gymnastics,Artistic G.,"SIEGLER, Edward",USA,Men,team competition,M,Bronze,United States,USA
990,St Louis,1904,Gymnastics,Artistic G.,"GRIEB, John",USA,Men,team competition,M,Gold,United States,USA
991,St Louis,1904,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,team competition,M,Gold,United States,USA
992,St Louis,1904,Gymnastics,Artistic G.,"HESS, Max",USA,Men,team competition,M,Gold,United States,USA
993,St Louis,1904,Gymnastics,Artistic G.,"KASSEL, Philipp",USA,Men,team competition,M,Gold,United States,USA
994,St Louis,1904,Gymnastics,Artistic G.,"LENHART, Julius",USA,Men,team competition,M,Gold,United States,USA
995,St Louis,1904,Gymnastics,Artistic G.,"RECKEWEG, Ernst",USA,Men,team competition,M,Gold,United States,USA
996,St Louis,1904,Gymnastics,Artistic G.,"BEYER, Emil",USA,Men,team competition,M,Silver,United States,USA
997,St Louis,1904,Gymnastics,Artistic G.,"BISSINGER, John",USA,Men,team competition,M,Silver,United States,USA
998,St Louis,1904,Gymnastics,Artistic G.,"ROSENKAMPF, Arthur",USA,Men,team competition,M,Silver,United States,USA
999,St Louis,1904,Gymnastics,Artistic G.,"SCHMITZ, Julian",USA,Men,team competition,M,Silver,United States,USA
1000,St Louis,1904,Gymnastics,Artistic G.,"STEFFEN, Otto",USA,Men,team competition,M,Silver,United States,USA
1001,St Louis,1904,Gymnastics,Artistic G.,"WOLF, Max",USA,Men,team competition,M,Silver,United States,USA
1002,St Louis,1904,Gymnastics,Artistic G.,"MERZ, William",USA,Men,vault,M,Bronze,United States,USA
1003,St Louis,1904,Gymnastics,Artistic G.,"EYSER, George",USA,Men,vault,M,Gold,United States,USA
1004,St Louis,1904,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,vault,M,Gold,United States,USA
1005,St Louis,1904,Lacrosse,Lacrosse,"BLANCHARD, Elie",CAN,Men,lacrosse,M,Gold,Canada,CAN
1006,St Louis,1904,Lacrosse,Lacrosse,"BRENNAUGH, W.",CAN,Men,lacrosse,M,Gold,Canada,CAN
1007,St Louis,1904,Lacrosse,Lacrosse,"BRETZ, George",CAN,Men,lacrosse,M,Gold,Canada,CAN
1008,St Louis,1904,Lacrosse,Lacrosse,"BURNS, William Laurie",CAN,Men,lacrosse,M,Gold,Canada,CAN
1009,St Louis,1904,Lacrosse,Lacrosse,"CATTANACH, George",CAN,Men,lacrosse,M,Gold,Canada,CAN
1010,St Louis,1904,Lacrosse,Lacrosse,"CLOUTIER, George",CAN,Men,lacrosse,M,Gold,Canada,CAN
1011,St Louis,1904,Lacrosse,Lacrosse,"COWAN, Sandy",CAN,Men,lacrosse,M,Gold,Canada,CAN
1012,St Louis,1904,Lacrosse,Lacrosse,"FLETT, Jack",CAN,Men,lacrosse,M,Gold,Canada,CAN
1013,St Louis,1904,Lacrosse,Lacrosse,"JAMIESON, Benjamin",CAN,Men,lacrosse,M,Gold,Canada,CAN
1014,St Louis,1904,Lacrosse,Lacrosse,"LAIDLAW, Hilliard",CAN,Men,lacrosse,M,Gold,Canada,CAN
1015,St Louis,1904,Lacrosse,Lacrosse,"LYLE, H.",CAN,Men,lacrosse,M,Gold,Canada,CAN
1016,St Louis,1904,Lacrosse,Lacrosse,"ORRIS, William F.L.",CAN,Men,lacrosse,M,Gold,Canada,CAN
1017,St Louis,1904,Lacrosse,Lacrosse,"PENTLAND, L.H.",CAN,Men,lacrosse,M,Gold,Canada,CAN
1018,St Louis,1904,Lacrosse,Lacrosse,"CROGAN, Patrick",USA,Men,lacrosse,M,Silver,United States,USA
1019,St Louis,1904,Lacrosse,Lacrosse,"DOWLING, J.W.",USA,Men,lacrosse,M,Silver,United States,USA
1020,St Louis,1904,Lacrosse,Lacrosse,GIBSON,USA,Men,lacrosse,M,Silver,United States,USA
1021,St Louis,1904,Lacrosse,Lacrosse,HESS,USA,Men,lacrosse,M,Silver,United States,USA
1022,St Louis,1904,Lacrosse,Lacrosse,"HUNTER, Robert Edward",USA,Men,lacrosse,M,Silver,United States,USA
1023,St Louis,1904,Lacrosse,Lacrosse,LEHMAN,USA,Men,lacrosse,M,Silver,United States,USA
1024,St Louis,1904,Lacrosse,Lacrosse,MURPHY,USA,Men,lacrosse,M,Silver,United States,USA
1025,St Louis,1904,Lacrosse,Lacrosse,PARTRIDGE,USA,Men,lacrosse,M,Silver,United States,USA
1026,St Louis,1904,Lacrosse,Lacrosse,"PASSMORE, George",USA,Men,lacrosse,M,Silver,United States,USA
1027,St Louis,1904,Lacrosse,Lacrosse,SULLIVAN,USA,Men,lacrosse,M,Silver,United States,USA
1028,St Louis,1904,Lacrosse,Lacrosse,"VENN, A.H.",USA,Men,lacrosse,M,Silver,United States,USA
1029,St Louis,1904,Lacrosse,Lacrosse,WOODS,USA,Men,lacrosse,M,Silver,United States,USA
1030,St Louis,1904,Lacrosse,Lacrosse,YOUNG,USA,Men,lacrosse,M,Silver,United States,USA
1031,St Louis,1904,Roque,Roque,"BROWN, Charles",USA,Men,individual,M,Bronze,United States,USA
1032,St Louis,1904,Roque,Roque,"JACOBUS, Charles",USA,Men,individual,M,Gold,United States,USA
1033,St Louis,1904,Roque,Roque,"STREETER, Smith O.",USA,Men,individual,M,Silver,United States,USA
1034,St Louis,1904,Rowing,Rowing,"BUERGER, Joseph",USA,Men,coxless pair (2-),M,Bronze,United States,USA
1035,St Louis,1904,Rowing,Rowing,"JOACHIM, John",USA,Men,coxless pair (2-),M,Bronze,United States,USA
1036,St Louis,1904,Rowing,Rowing,"FARNAM, Robert",USA,Men,coxless pair (2-),M,Gold,United States,USA
1037,St Louis,1904,Rowing,Rowing,"RYAN, Joseph",USA,Men,coxless pair (2-),M,Gold,United States,USA
1038,St Louis,1904,Rowing,Rowing,"MULCAHY, John J.F.",USA,Men,coxless pair (2-),M,Silver,United States,USA
1039,St Louis,1904,Rowing,Rowing,"VARLEY, William",USA,Men,coxless pair (2-),M,Silver,United States,USA
1040,St Louis,1904,Rowing,Rowing,"RAVANACK, Joseph",USA,Men,double sculls (2x),M,Bronze,United States,USA
1041,St Louis,1904,Rowing,Rowing,"WELLS, John",USA,Men,double sculls (2x),M,Bronze,United States,USA
1042,St Louis,1904,Rowing,Rowing,"MULCAHY, John J.F.",USA,Men,double sculls (2x),M,Gold,United States,USA
1043,St Louis,1904,Rowing,Rowing,"VARLEY, William",USA,Men,double sculls (2x),M,Gold,United States,USA
1044,St Louis,1904,Rowing,Rowing,"HOBEN, John Grey",USA,Men,double sculls (2x),M,Silver,United States,USA
1045,St Louis,1904,Rowing,Rowing,"MCLOUGHLIN, James",USA,Men,double sculls (2x),M,Silver,United States,USA
1046,St Louis,1904,Rowing,Rowing,"ABELL, Louis",USA,Men,eight with coxswain (8+),M,Gold,United States,USA
1047,St Louis,1904,Rowing,Rowing,"ARMSTRONG, Charles E.",USA,Men,eight with coxswain (8+),M,Gold,United States,USA
1048,St Louis,1904,Rowing,Rowing,"CRESSER, Frederick",USA,Men,eight with coxswain (8+),M,Gold,United States,USA
1049,St Louis,1904,Rowing,Rowing,"DEMPSEY, Joseph F.",USA,Men,eight with coxswain (8+),M,Gold,United States,USA
1050,St Louis,1904,Rowing,Rowing,"EXLEY, John",USA,Men,eight with coxswain (8+),M,Gold,United States,USA
1051,St Louis,1904,Rowing,Rowing,"FLANIGAN, James",USA,Men,eight with coxswain (8+),M,Gold,United States,USA
1052,St Louis,1904,Rowing,Rowing,"GLEASON, Michael D.",USA,Men,eight with coxswain (8+),M,Gold,United States,USA
1053,St Louis,1904,Rowing,Rowing,"LOTT, Harry Hunter",USA,Men,eight with coxswain (8+),M,Gold,United States,USA
1054,St Louis,1904,Rowing,Rowing,"SCHELL, Frank Reaner",USA,Men,eight with coxswain (8+),M,Gold,United States,USA
1055,St Louis,1904,Rowing,Rowing,"BAILEY, Arthur B.",CAN,Men,eight with coxswain (8+),M,Silver,Canada,CAN
1056,St Louis,1904,Rowing,Rowing,"BOYD, Philip Ewing",CAN,Men,eight with coxswain (8+),M,Silver,Canada,CAN
1057,St Louis,1904,Rowing,Rowing,"LOUDON, Thomas Richardson",CAN,Men,eight with coxswain (8+),M,Silver,Canada,CAN
1058,St Louis,1904,Rowing,Rowing,"MACKENZIE, Donald",CAN,Men,eight with coxswain (8+),M,Silver,Canada,CAN
1059,St Louis,1904,Rowing,Rowing,"REIFFENSTEIN, George Patrick",CAN,Men,eight with coxswain (8+),M,Silver,Canada,CAN
1060,St Louis,1904,Rowing,Rowing,"RICE, William",CAN,Men,eight with coxswain (8+),M,Silver,Canada,CAN
1061,St Louis,1904,Rowing,Rowing,"STRANGE, George  M.",CAN,Men,eight with coxswain (8+),M,Silver,Canada,CAN
1062,St Louis,1904,Rowing,Rowing,"WADSWORTH, William",CAN,Men,eight with coxswain (8+),M,Silver,Canada,CAN
1063,St Louis,1904,Rowing,Rowing,"WRIGHT, Joseph George",CAN,Men,eight with coxswain (8+),M,Silver,Canada,CAN
1064,St Louis,1904,Rowing,Rowing,"DUNIMERTH, Frank",USA,Men,four without coxswain (4-),M,Bronze,United States,USA
1065,St Louis,1904,Rowing,Rowing,"FREITAG, John",USA,Men,four without coxswain (4-),M,Bronze,United States,USA
1066,St Louis,1904,Rowing,Rowing,"HELM, Louis G.",USA,Men,four without coxswain (4-),M,Bronze,United States,USA
1067,St Louis,1904,Rowing,Rowing,"VOERG, Gustav",USA,Men,four without coxswain (4-),M,Bronze,United States,USA
1068,St Louis,1904,Rowing,Rowing,"DIETZ, George",USA,Men,four without coxswain (4-),M,Gold,United States,USA
1069,St Louis,1904,Rowing,Rowing,"ERKER, August",USA,Men,four without coxswain (4-),M,Gold,United States,USA
1070,St Louis,1904,Rowing,Rowing,"NASSE, Albert",USA,Men,four without coxswain (4-),M,Gold,United States,USA
1071,St Louis,1904,Rowing,Rowing,"STOCKHOFF, Arthur",USA,Men,four without coxswain (4-),M,Gold,United States,USA
1072,St Louis,1904,Rowing,Rowing,"AMAN, Charles",USA,Men,four without coxswain (4-),M,Silver,United States,USA
1073,St Louis,1904,Rowing,Rowing,"BEGLEY, Michael",USA,Men,four without coxswain (4-),M,Silver,United States,USA
1074,St Louis,1904,Rowing,Rowing,"FROMANACK, Martin",USA,Men,four without coxswain (4-),M,Silver,United States,USA
1075,St Louis,1904,Rowing,Rowing,"SUERIG, Frederick",USA,Men,four without coxswain (4-),M,Silver,United States,USA
1076,St Louis,1904,Rowing,Rowing,"TITUS, Constance",USA,Men,single sculls (1x),M,Bronze,United States,USA
1077,St Louis,1904,Rowing,Rowing,"GREER, Frank",USA,Men,single sculls (1x),M,Gold,United States,USA
1078,St Louis,1904,Rowing,Rowing,"JUVENAL, James",USA,Men,single sculls (1x),M,Silver,United States,USA
1079,St Louis,1904,Tennis,Tennis,"GAMBLE, Clarence Olivier",USA,Men,doubles,M,Bronze,United States,USA
1080,St Louis,1904,Tennis,Tennis,"WEAR, Arthur Yancey",USA,Men,doubles,M,Bronze,United States,USA
1081,St Louis,1904,Tennis,Tennis,"WEAR, Joseph Walker",USA,Men,doubles,M,Bronze,United States,USA
1082,St Louis,1904,Tennis,Tennis,"WEST, Allen Tarwater",USA,Men,doubles,M,Bronze,United States,USA
1083,St Louis,1904,Tennis,Tennis,"LEONARD, Edgar Welch",USA,Men,doubles,M,Gold,United States,USA
1084,St Louis,1904,Tennis,Tennis,"WRIGHT, Beals Coleman",USA,Men,doubles,M,Gold,United States,USA
1085,St Louis,1904,Tennis,Tennis,"BELL, Alphonzo Edward",USA,Men,doubles,M,Silver,United States,USA
1086,St Louis,1904,Tennis,Tennis,"LEROY, Robert",USA,Men,doubles,M,Silver,United States,USA
1087,St Louis,1904,Tennis,Tennis,"BELL, Alphonzo Edward",USA,Men,singles,M,Bronze,United States,USA
1088,St Louis,1904,Tennis,Tennis,"LEONARD, Edgar Welch",USA,Men,singles,M,Bronze,United States,USA
1089,St Louis,1904,Tennis,Tennis,"WRIGHT, Beals Coleman",USA,Men,singles,M,Gold,United States,USA
1090,St Louis,1904,Tennis,Tennis,"LEROY, Robert",USA,Men,singles,M,Silver,United States,USA
1091,St Louis,1904,Tug of War,Tug of War,"FRIDE, H.",USA,Men,tug of war,M,Bronze,United States,USA
1092,St Louis,1904,Tug of War,Tug of War,"HABERCORN, Charles",USA,Men,tug of war,M,Bronze,United States,USA
1093,St Louis,1904,Tug of War,Tug of War,"JACOBS, H.",USA,Men,tug of war,M,Bronze,United States,USA
1094,St Louis,1904,Tug of War,Tug of War,"KUNGLER, Frank",USA,Men,tug of war,M,Bronze,United States,USA
1095,St Louis,1904,Tug of War,Tug of War,"THEAS, Charles",USA,Men,tug of war,M,Bronze,United States,USA
1096,St Louis,1904,Tug of War,Tug of War,"FLANAGAN, Patrick",USA,Men,tug of war,M,Gold,United States,USA
1097,St Louis,1904,Tug of War,Tug of War,"JOHNSON, Sydney B.",USA,Men,tug of war,M,Gold,United States,USA
1098,St Louis,1904,Tug of War,Tug of War,"MAGNUSSEN, Conrad",USA,Men,tug of war,M,Gold,United States,USA
1099,St Louis,1904,Tug of War,Tug of War,"OLSON, Oscar G.",USA,Men,tug of war,M,Gold,United States,USA
1100,St Louis,1904,Tug of War,Tug of War,"SICLING, H.",USA,Men,tug of war,M,Gold,United States,USA
1101,St Louis,1904,Tug of War,Tug of War,"BRAUN, Max",USA,Men,tug of war,M,Silver,United States,USA
1102,St Louis,1904,Tug of War,Tug of War,"RODENBERGER, August",USA,Men,tug of war,M,Silver,United States,USA
1103,St Louis,1904,Tug of War,Tug of War,"ROSE, Charles",USA,Men,tug of war,M,Silver,United States,USA
1104,St Louis,1904,Tug of War,Tug of War,"SEILING, William",USA,Men,tug of war,M,Silver,United States,USA
1105,St Louis,1904,Tug of War,Tug of War,"UPSHAW, Orrin Thomas",USA,Men,tug of war,M,Silver,United States,USA
1106,St Louis,1904,Weightlifting,Weightlifting,"KUNGLER, Frank",USA,Men,all-around Dumbbell contest,M,Bronze,United States,USA
1107,St Louis,1904,Weightlifting,Weightlifting,"OSTHOFF, Oscar Paul",USA,Men,all-around Dumbbell contest,M,Gold,United States,USA
1108,St Louis,1904,Weightlifting,Weightlifting,"WINTERS, Frederick",USA,Men,all-around Dumbbell contest,M,Silver,United States,USA
1109,St Louis,1904,Weightlifting,Weightlifting,"KUNGLER, Frank",USA,Men,heavyweight - two hand lift,M,Bronze,United States,USA
1110,St Louis,1904,Weightlifting,Weightlifting,"KAKOUSIS, Perikles",GRE,Men,heavyweight - two hand lift,M,Gold,Greece,GRE
1111,St Louis,1904,Weightlifting,Weightlifting,"OSTHOFF, Oscar Paul",USA,Men,heavyweight - two hand lift,M,Silver,United States,USA
1112,St Louis,1904,Wrestling,Wrestling Free.,"THIEFENTHALER, Gustav",USA,Men,- 47.6kg (light-flyweight),M,Bronze,United States,USA
1113,St Louis,1904,Wrestling,Wrestling Free.,"CURRY, Robert",USA,Men,- 47.6kg (light-flyweight),M,Gold,United States,USA
1114,St Louis,1904,Wrestling,Wrestling Free.,"HEIN, John",USA,Men,- 47.6kg (light-flyweight),M,Silver,United States,USA
1115,St Louis,1904,Wrestling,Wrestling Free.,"WARMBOLD, Frederick Charles",USA,Men,+ 71.67kg (heavyweight),M,Bronze,United States,USA
1116,St Louis,1904,Wrestling,Wrestling Free.,"HANSEN, Bernhuff",USA,Men,+ 71.67kg (heavyweight),M,Gold,United States,USA
1117,St Louis,1904,Wrestling,Wrestling Free.,"KUNGLER, Frank",USA,Men,+ 71.67kg (heavyweight),M,Silver,United States,USA
1118,St Louis,1904,Wrestling,Wrestling Free.,"NELSON, William",USA,Men,47.6 - 52.16kg (flyweight),M,Bronze,United States,USA
1119,St Louis,1904,Wrestling,Wrestling Free.,"MEHNERT, George Nicholas",USA,Men,47.6 - 52.16kg (flyweight),M,Gold,United States,USA
1120,St Louis,1904,Wrestling,Wrestling Free.,"BAUER, Gustav",USA,Men,47.6 - 52.16kg (flyweight),M,Silver,United States,USA
1121,St Louis,1904,Wrestling,Wrestling Free.,"STREBLER, Zenon B.",USA,Men,52.16 - 56.7kg (bantamweight),M,Bronze,United States,USA
1122,St Louis,1904,Wrestling,Wrestling Free.,"NIFLOT, Isidor",USA,Men,52.16 - 56.7kg (bantamweight),M,Gold,United States,USA
1123,St Louis,1904,Wrestling,Wrestling Free.,"WESTER, August",USA,Men,52.16 - 56.7kg (bantamweight),M,Silver,United States,USA
1124,St Louis,1904,Wrestling,Wrestling Free.,"CLAPPER, Charles E.",USA,Men,56.7 - 61.23kg (featherweight),M,Bronze,United States,USA
1125,St Louis,1904,Wrestling,Wrestling Free.,"BRADSHAW, Benjamin Joseph",USA,Men,56.7 - 61.23kg (featherweight),M,Gold,United States,USA
1126,St Louis,1904,Wrestling,Wrestling Free.,"MCLEAR, Theodore",USA,Men,56.7 - 61.23kg (featherweight),M,Silver,United States,USA
1127,St Louis,1904,Wrestling,Wrestling Free.,"ZIRKEL, Albert",USA,Men,61.23 - 65.77kg (lightweight),M,Bronze,United States,USA
1128,St Louis,1904,Wrestling,Wrestling Free.,"ROEHM, Otto F.",USA,Men,61.23 - 65.77kg (lightweight),M,Gold,United States,USA
1129,St Louis,1904,Wrestling,Wrestling Free.,"TESING, Rudolph",USA,Men,61.23 - 65.77kg (lightweight),M,Silver,United States,USA
1130,St Louis,1904,Wrestling,Wrestling Free.,"WINHOLTZ, Jerry",USA,Men,65.77 - 71.67kg (welterweight),M,Bronze,United States,USA
1131,St Louis,1904,Wrestling,Wrestling Free.,"ERICKSEN, Charles",USA,Men,65.77 - 71.67kg (welterweight),M,Gold,United States,USA
1132,St Louis,1904,Wrestling,Wrestling Free.,"BECKMANN, William",USA,Men,65.77 - 71.67kg (welterweight),M,Silver,United States,USA
1133,London,1908,Aquatics,Diving,"SPANGBERG, Arvid",SWE,Men,10m platform,M,Bronze,Sweden,SWE
1134,London,1908,Aquatics,Diving,"JOHANSSON, Hjalmar",SWE,Men,10m platform,M,Gold,Sweden,SWE
1135,London,1908,Aquatics,Diving,"MALMSTRÖM, Karl",SWE,Men,10m platform,M,Silver,Sweden,SWE
1136,London,1908,Aquatics,Diving,"GAIDZIK, George William",USA,Men,3m springboard,M,Bronze,United States,USA
1137,London,1908,Aquatics,Diving,"WALZ, Gottlob",GER,Men,3m springboard,M,Bronze,Germany,GER
1138,London,1908,Aquatics,Diving,"ZÜRNER, Albert",GER,Men,3m springboard,M,Gold,Germany,GER
1139,London,1908,Aquatics,Diving,"BEHRENS, Kurt",GER,Men,3m springboard,M,Silver,Germany,GER
1140,London,1908,Aquatics,Swimming,"HARESNAPE, Herbert Nickall",GBR,Men,100m backstroke,M,Bronze,United Kingdom,GBR
1141,London,1908,Aquatics,Swimming,"BIEBERSTEIN, Arno",GER,Men,100m backstroke,M,Gold,Germany,GER
1142,London,1908,Aquatics,Swimming,"DAM, Hans Peter Ludwig",DEN,Men,100m backstroke,M,Silver,Denmark,DEN
1143,London,1908,Aquatics,Swimming,"JULIN, Harald S.A.",SWE,Men,100m freestyle,M,Bronze,Sweden,SWE
1144,London,1908,Aquatics,Swimming,"DANIELS, Charles",USA,Men,100m freestyle,M,Gold,United States,USA
1145,London,1908,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,100m freestyle,M,Silver,Hungary,HUN
1146,London,1908,Aquatics,Swimming,"BEAUREPAIRE, Frank E.",ANZ,Men,1500m freestyle,M,Bronze,Australasia,ANZ
1147,London,1908,Aquatics,Swimming,"TAYLOR, Henry",GBR,Men,1500m freestyle,M,Gold,United Kingdom,GBR
1148,London,1908,Aquatics,Swimming,"BATTERSBY, Thomas Sidney",GBR,Men,1500m freestyle,M,Silver,United Kingdom,GBR
1149,London,1908,Aquatics,Swimming,"HANSSON, Pontus",SWE,Men,200m breaststroke,M,Bronze,Sweden,SWE
1150,London,1908,Aquatics,Swimming,"HOLMAN, Frederick",GBR,Men,200m breaststroke,M,Gold,United Kingdom,GBR
1151,London,1908,Aquatics,Swimming,"ROBINSON, William Walter",GBR,Men,200m breaststroke,M,Silver,United Kingdom,GBR
1152,London,1908,Aquatics,Swimming,"SCHEFF, Otto",AUT,Men,400m freestyle,M,Bronze,Austria,AUT
1153,London,1908,Aquatics,Swimming,"TAYLOR, Henry",GBR,Men,400m freestyle,M,Gold,United Kingdom,GBR
1154,London,1908,Aquatics,Swimming,"BEAUREPAIRE, Frank E.",ANZ,Men,400m freestyle,M,Silver,Australasia,ANZ
