,City,Year,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal,Country,Int Olympic Committee code
0,Athens,1896,Aquatics,Swimming,"HAJOS, Alfred",HUN,Men,100m freestyle,M,Gold,Hungary,HUN
1,Athens,1896,Aquatics,Swimming,"HERSCHMANN, Otto",AUT,Men,100m freestyle,M,Silver,Austria,AUT
2,Athens,1896,Aquatics,Swimming,"DRIVAS, Dimitrios",GRE,Men,100m freestyle for sailors,M,Bronze,Greece,GRE
3,Athens,1896,Aquatics,Swimming,"MALOKINIS, Ioannis",GRE,Men,100m freestyle for sailors,M,Gold,Greece,GRE
4,Athens,1896,Aquatics,Swimming,"CHASAPIS, Spiridon",GRE,Men,100m freestyle for sailors,M,Silver,Greece,GRE
5,Athens,1896,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,Men,1200m freestyle,M,Bronze,Greece,GRE
6,Athens,1896,Aquatics,Swimming,"HAJOS, Alfred",HUN,Men,1200m freestyle,M,Gold,Hungary,HUN
7,Athens,1896,Aquatics,Swimming,"ANDREOU, Joannis",GRE,Men,1200m freestyle,M,Silver,Greece,GRE
8,Athens,1896,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,Men,400m freestyle,M,Bronze,Greece,GRE
9,Athens,1896,Aquatics,Swimming,"NEUMANN, Paul",AUT,Men,400m freestyle,M,Gold,Austria,AUT
10,Athens,1896,Aquatics,Swimming,"PEPANOS, Antonios",GRE,Men,400m freestyle,M,Silver,Greece,GRE
11,Athens,1896,Athletics,Athletics,"LANE, Francis",USA,Men,100m,M,Bronze,United States,USA
12,Athens,1896,Athletics,Athletics,"SZOKOLYI, Alajos",HUN,Men,100m,M,Bronze,Hungary,HUN
13,Athens,1896,Athletics,Athletics,"BURKE, Thomas",USA,Men,100m,M,Gold,United States,USA
14,Athens,1896,Athletics,Athletics,"HOFMANN, Fritz",GER,Men,100m,M,Silver,Germany,GER
15,Athens,1896,Athletics,Athletics,"CURTIS, Thomas",USA,Men,110m hurdles,M,Gold,United States,USA
16,Athens,1896,Athletics,Athletics,"GOULDING, Grantley",GBR,Men,110m hurdles,M,Silver,United Kingdom,GBR
17,Athens,1896,Athletics,Athletics,"LERMUSIAUX, Albin",FRA,Men,1500m,M,Bronze,France,FRA
18,Athens,1896,Athletics,Athletics,"FLACK, Edwin",AUS,Men,1500m,M,Gold,Australia,AUS
19,Athens,1896,Athletics,Athletics,"BLAKE, Arthur",USA,Men,1500m,M,Silver,United States,USA
20,Athens,1896,Athletics,Athletics,"GMELIN, Charles",GBR,Men,400m,M,Bronze,United Kingdom,GBR
21,Athens,1896,Athletics,Athletics,"BURKE, Thomas",USA,Men,400m,M,Gold,United States,USA
22,Athens,1896,Athletics,Athletics,"JAMISON, Herbert",USA,Men,400m,M,Silver,United States,USA
23,Athens,1896,Athletics,Athletics,"GOLEMIS, Dimitrios",GRE,Men,800m,M,Bronze,Greece,GRE
24,Athens,1896,Athletics,Athletics,"FLACK, Edwin",AUS,Men,800m,M,Gold,Australia,AUS
25,Athens,1896,Athletics,Athletics,"DANI, Nandor",HUN,Men,800m,M,Silver,Hungary,HUN
26,Athens,1896,Athletics,Athletics,"VERSIS, Sotirios",GRE,Men,discus throw,M,Bronze,Greece,GRE
27,Athens,1896,Athletics,Athletics,"GARRETT, Robert",USA,Men,discus throw,M,Gold,United States,USA
28,Athens,1896,Athletics,Athletics,"PARASKEVOPOULOS, Panagiotis",GRE,Men,discus throw,M,Silver,Greece,GRE
29,Athens,1896,Athletics,Athletics,"CLARK, Ellery",USA,Men,high jump,M,Gold,United States,USA
30,Athens,1896,Athletics,Athletics,"CONNOLLY, James",USA,Men,high jump,M,Silver,United States,USA
31,Athens,1896,Athletics,Athletics,"GARRETT, Robert",USA,Men,high jump,M,Silver,United States,USA
32,Athens,1896,Athletics,Athletics,"CONNOLLY, James",USA,Men,long jump,M,Bronze,United States,USA
33,Athens,1896,Athletics,Athletics,"CLARK, Ellery",USA,Men,long jump,M,Gold,United States,USA
34,Athens,1896,Athletics,Athletics,"GARRETT, Robert",USA,Men,long jump,M,Silver,United States,USA
35,Athens,1896,Athletics,Athletics,"KELLNER, Gyula",HUN,Men,marathon,M,Bronze,Hungary,HUN
36,Athens,1896,Athletics,Athletics,"LOUIS, Spyridon",GRE,Men,marathon,M,Gold,Greece,GRE
37,Athens,1896,Athletics,Athletics,"VASILAKOS, Kharilaos",GRE,Men,marathon,M,Silver,Greece,GRE
38,Athens,1896,Athletics,Athletics,"DAMASKOS, Evangelos",GRE,Men,pole vault,M,Bronze,Greece,GRE
39,Athens,1896,Athletics,Athletics,"THEODOROPOULOS, Ioannis",GRE,Men,pole vault,M,Bronze,Greece,GRE
40,Athens,1896,Athletics,Athletics,"HOYT, William Welles",USA,Men,pole vault,M,Gold,United States,USA
41,Athens,1896,Athletics,Athletics,"TYLER, Albert",USA,Men,pole vault,M,Silver,United States,USA
42,Athens,1896,Athletics,Athletics,"PAPASIDERIS, Georgios",GRE,Men,shot put,M,Bronze,Greece,GRE
43,Athens,1896,Athletics,Athletics,"GARRETT, Robert",USA,Men,shot put,M,Gold,United States,USA
44,Athens,1896,Athletics,Athletics,"GOUSKOS, Miltiadis",GRE,Men,shot put,M,Silver,Greece,GRE
45,Athens,1896,Athletics,Athletics,"PERSAKIS, Ioannis",GRE,Men,triple jump,M,Bronze,Greece,GRE
46,Athens,1896,Athletics,Athletics,"CONNOLLY, James",USA,Men,triple jump,M,Gold,United States,USA
47,Athens,1896,Athletics,Athletics,"TUFFERI, Alexandre",FRA,Men,triple jump,M,Silver,France,FRA
48,Athens,1896,Cycling,Cycling Road,"BATTEL, Edward",GBR,Men,individual road race,M,Bronze,United Kingdom,GBR
49,Athens,1896,Cycling,Cycling Road,"KONSTANTINIDIS, Aristidis",GRE,Men,individual road race,M,Gold,Greece,GRE
50,Athens,1896,Cycling,Cycling Road,"GOEDRICH, August",GER,Men,individual road race,M,Silver,Germany,GER
51,Athens,1896,Cycling,Cycling Track,"FLAMENG, Léon",FRA,Men,100km,M,Gold,France,FRA
52,Athens,1896,Cycling,Cycling Track,"KOLETTIS, Georgios",GRE,Men,100km,M,Silver,Greece,GRE
53,Athens,1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Men,10km,M,Bronze,Austria,AUT
54,Athens,1896,Cycling,Cycling Track,"MASSON, Paul",FRA,Men,10km,M,Gold,France,FRA
55,Athens,1896,Cycling,Cycling Track,"FLAMENG, Léon",FRA,Men,10km,M,Silver,France,FRA
56,Athens,1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Men,12-hour race,M,Gold,Austria,AUT
57,Athens,1896,Cycling,Cycling Track,"KEEPING, Frank",GBR,Men,12-hour race,M,Silver,United Kingdom,GBR
58,Athens,1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Men,1km time trial,M,Bronze,Austria,AUT
59,Athens,1896,Cycling,Cycling Track,"MASSON, Paul",FRA,Men,1km time trial,M,Gold,France,FRA
60,Athens,1896,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,Men,1km time trial,M,Silver,Greece,GRE
61,Athens,1896,Cycling,Cycling Track,"FLAMENG, Léon",FRA,Men,Sprint indivual,M,Bronze,France,FRA
62,Athens,1896,Cycling,Cycling Track,"MASSON, Paul",FRA,Men,Sprint indivual,M,Gold,France,FRA
63,Athens,1896,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,Men,Sprint indivual,M,Silver,Greece,GRE
64,Athens,1896,Fencing,Fencing,"PIERRAKOS-MAVROMICHALIS, Perikles",GRE,Men,foil individual,M,Bronze,Greece,GRE
65,Athens,1896,Fencing,Fencing,"GRAVELOTTE, Eugène-Henri",FRA,Men,foil individual,M,Gold,France,FRA
66,Athens,1896,Fencing,Fencing,"CALLOT, Henri",FRA,Men,foil individual,M,Silver,France,FRA
67,Athens,1896,Fencing,Fencing,"PYRGOS, Leonidas",GRE,Men,"foil, masters",M,Gold,Greece,GRE
68,Athens,1896,Fencing,Fencing,"PERRONNET, Maurice",FRA,Men,"foil, masters",M,Silver,France,FRA
69,Athens,1896,Fencing,Fencing,"NIELSEN, Holger",DEN,Men,sabre individual,M,Bronze,Denmark,DEN
70,Athens,1896,Fencing,Fencing,"GEORGIADIS, Ioannis",GRE,Men,sabre individual,M,Gold,Greece,GRE
71,Athens,1896,Fencing,Fencing,"KARAKALOS, Telemachos",GRE,Men,sabre individual,M,Silver,Greece,GRE
72,Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,horizontal bar,M,Gold,Germany,GER
73,Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,horizontal bar,M,Silver,Germany,GER
74,Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,parallel bars,M,Gold,Germany,GER
75,Athens,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Men,parallel bars,M,Silver,Switzerland,SUI
76,Athens,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Men,pommel horse,M,Gold,Switzerland,SUI
77,Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,pommel horse,M,Silver,Germany,GER
78,Athens,1896,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,Men,rings,M,Bronze,Greece,GRE
79,Athens,1896,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,Men,rings,M,Gold,Greece,GRE
80,Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,rings,M,Silver,Germany,GER
81,Athens,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Men,rope climbing,M,Bronze,Germany,GER
82,Athens,1896,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,Men,rope climbing,M,Gold,Greece,GRE
83,Athens,1896,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,Men,rope climbing,M,Silver,Greece,GRE
84,Athens,1896,Gymnastics,Artistic G.,"BÖCKER, Konrad",GER,Men,"team, horizontal bar",M,Gold,Germany,GER
85,Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,"team, horizontal bar",M,Gold,Germany,GER
86,Athens,1896,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,Men,"team, horizontal bar",M,Gold,Germany,GER
87,Athens,1896,Gymnastics,Artistic G.,"HILMAR, Georg",GER,Men,"team, horizontal bar",M,Gold,Germany,GER
88,Athens,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Men,"team, horizontal bar",M,Gold,Germany,GER
89,Athens,1896,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,Men,"team, horizontal bar",M,Gold,Germany,GER
90,Athens,1896,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,Men,"team, horizontal bar",M,Gold,Germany,GER
91,Athens,1896,Gymnastics,Artistic G.,"RÖSTEL, Richard",GER,Men,"team, horizontal bar",M,Gold,Germany,GER
92,Athens,1896,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,Men,"team, horizontal bar",M,Gold,Germany,GER
93,Athens,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Men,"team, horizontal bar",M,Gold,Germany,GER
94,Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,"team, horizontal bar",M,Gold,Germany,GER
95,Athens,1896,Gymnastics,Artistic G.,"CHRYSAPHIS, Ioannis",GRE,Men,"team, parallel bars",M,Bronze,Greece,GRE
96,Athens,1896,Gymnastics,Artistic G.,"KARVELAS, Phillippos",GRE,Men,"team, parallel bars",M,Bronze,Greece,GRE
97,Athens,1896,Gymnastics,Artistic G.,"LOUNDRAS, Dimitrios",GRE,Men,"team, parallel bars",M,Bronze,Greece,GRE
98,Athens,1896,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,Men,"team, parallel bars",M,Bronze,Greece,GRE
99,Athens,1896,Gymnastics,Artistic G.,"BÖCKER, Konrad",GER,Men,"team, parallel bars",M,Gold,Germany,GER
100,Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,"team, parallel bars",M,Gold,Germany,GER
101,Athens,1896,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,Men,"team, parallel bars",M,Gold,Germany,GER
102,Athens,1896,Gymnastics,Artistic G.,"HILMAR, Georg",GER,Men,"team, parallel bars",M,Gold,Germany,GER
103,Athens,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Men,"team, parallel bars",M,Gold,Germany,GER
104,Athens,1896,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,Men,"team, parallel bars",M,Gold,Germany,GER
105,Athens,1896,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,Men,"team, parallel bars",M,Gold,Germany,GER
106,Athens,1896,Gymnastics,Artistic G.,"RÖSTEL, Richard",GER,Men,"team, parallel bars",M,Gold,Germany,GER
107,Athens,1896,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,Men,"team, parallel bars",M,Gold,Germany,GER
108,Athens,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Men,"team, parallel bars",M,Gold,Germany,GER
109,Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,"team, parallel bars",M,Gold,Germany,GER
110,Athens,1896,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,Men,"team, parallel bars",M,Silver,Greece,GRE
111,Athens,1896,Gymnastics,Artistic G.,"ATHANASOPOULOS, Spyros",GRE,Men,"team, parallel bars",M,Silver,Greece,GRE
112,Athens,1896,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,Men,"team, parallel bars",M,Silver,Greece,GRE
113,Athens,1896,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,Men,"team, parallel bars",M,Silver,Greece,GRE
114,Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,vault,M,Bronze,Germany,GER
115,Athens,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Men,vault,M,Gold,Germany,GER
116,Athens,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Men,vault,M,Silver,Switzerland,SUI
117,Athens,1896,Shooting,Shooting,"MORAKIS, Nikolaos",GRE,Men,25m army pistol,M,Bronze,Greece,GRE
118,Athens,1896,Shooting,Shooting,"PAINE, John",USA,Men,25m army pistol,M,Gold,United States,USA
119,Athens,1896,Shooting,Shooting,"PAINE, Sumner",USA,Men,25m army pistol,M,Silver,United States,USA
120,Athens,1896,Shooting,Shooting,"NIELSEN, Holger",DEN,Men,25m rapid fire pistol (60 shots),M,Bronze,Denmark,DEN
121,Athens,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Men,25m rapid fire pistol (60 shots),M,Gold,Greece,GRE
122,Athens,1896,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,Men,25m rapid fire pistol (60 shots),M,Silver,Greece,GRE
123,Athens,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Men,50m pistol (60 shots),M,Bronze,Greece,GRE
124,Athens,1896,Shooting,Shooting,"PAINE, Sumner",USA,Men,50m pistol (60 shots),M,Gold,United States,USA
125,Athens,1896,Shooting,Shooting,"NIELSEN, Holger",DEN,Men,50m pistol (60 shots),M,Silver,Denmark,DEN
126,Athens,1896,Shooting,Shooting,"TRIKUPIS, Nicolaos",GRE,Men,"army rifle, 200m",M,Bronze,Greece,GRE
127,Athens,1896,Shooting,Shooting,"KARASEVDAS, Pantelis",GRE,Men,"army rifle, 200m",M,Gold,Greece,GRE
128,Athens,1896,Shooting,Shooting,"PAVLIDIS, Pavlos",GRE,Men,"army rifle, 200m",M,Silver,Greece,GRE
129,Athens,1896,Shooting,Shooting,"JENSEN, Viggo",DEN,Men,"army rifle, 300m",M,Bronze,Denmark,DEN
130,Athens,1896,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,Men,"army rifle, 300m",M,Gold,Greece,GRE
131,Athens,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Men,"army rifle, 300m",M,Silver,Greece,GRE
132,Athens,1896,Tennis,Tennis,"FLACK, Edwin",ZZX,Men,doubles,M,Bronze,Mixed Teams,ZZX
133,Athens,1896,Tennis,Tennis,"ROBERTSON, George Stuart",ZZX,Men,doubles,M,Bronze,Mixed Teams,ZZX
134,Athens,1896,Tennis,Tennis,"BOLAND, John",ZZX,Men,doubles,M,Gold,Mixed Teams,ZZX
135,Athens,1896,Tennis,Tennis,"TRAUN, Friedrich",ZZX,Men,doubles,M,Gold,Mixed Teams,ZZX
136,Athens,1896,Tennis,Tennis,"KASDAGLIS, Dionysios",ZZX,Men,doubles,M,Silver,Mixed Teams,ZZX
137,Athens,1896,Tennis,Tennis,"PETROKOKKINOS, Demetrios",ZZX,Men,doubles,M,Silver,Mixed Teams,ZZX
138,Athens,1896,Tennis,Tennis,"PASPATIS, Konstantinos",GRE,Men,singles,M,Bronze,Greece,GRE
139,Athens,1896,Tennis,Tennis,"TAPAVICZA, Momcsillo",HUN,Men,singles,M,Bronze,Hungary,HUN
140,Athens,1896,Tennis,Tennis,"BOLAND, John",GBR,Men,singles,M,Gold,United Kingdom,GBR
141,Athens,1896,Tennis,Tennis,"KASDAGLIS, Dionysios",GRE,Men,singles,M,Silver,Greece,GRE
142,Athens,1896,Weightlifting,Weightlifting,"NIKOLOPOULOS, Alexandros",GRE,Men,heavyweight - one hand lift,M,Bronze,Greece,GRE
143,Athens,1896,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,Men,heavyweight - one hand lift,M,Gold,United Kingdom,GBR
144,Athens,1896,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,Men,heavyweight - one hand lift,M,Silver,Denmark,DEN
145,Athens,1896,Weightlifting,Weightlifting,"VERSIS, Sotirios",GRE,Men,heavyweight - two hand lift,M,Bronze,Greece,GRE
146,Athens,1896,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,Men,heavyweight - two hand lift,M,Gold,Denmark,DEN
147,Athens,1896,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,Men,heavyweight - two hand lift,M,Silver,United Kingdom,GBR
148,Athens,1896,Wrestling,Wrestling Gre-R,"CHRISTOPOULOS, Stephanos",GRE,Men,open event,M,Bronze,Greece,GRE
149,Athens,1896,Wrestling,Wrestling Gre-R,"SCHUMANN, Carl",GER,Men,open event,M,Gold,Germany,GER
150,Athens,1896,Wrestling,Wrestling Gre-R,"TSITAS, Georgios",GRE,Men,open event,M,Silver,Greece,GRE
151,Paris,1900,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,1500m freestyle,M,Bronze,Hungary,HUN
152,Paris,1900,Aquatics,Swimming,"JARVIS, John Arthur",GBR,Men,1500m freestyle,M,Gold,United Kingdom,GBR
153,Paris,1900,Aquatics,Swimming,"WAHLE, Otto",AUT,Men,1500m freestyle,M,Silver,Austria,AUT
154,Paris,1900,Aquatics,Swimming,"DROST, Johannes",NED,Men,200m backstroke,M,Bronze,Netherlands,NED
155,Paris,1900,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,Men,200m backstroke,M,Gold,Germany,GER
156,Paris,1900,Aquatics,Swimming,"RUBERL, Karl",AUT,Men,200m backstroke,M,Silver,Austria,AUT
157,Paris,1900,Aquatics,Swimming,"RUBERL, Karl",AUT,Men,200m freestyle,M,Bronze,Austria,AUT
158,Paris,1900,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,Men,200m freestyle,M,Gold,Australia,AUS
159,Paris,1900,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,200m freestyle,M,Silver,Hungary,HUN
160,Paris,1900,Aquatics,Swimming,"KEMP, Peter",GBR,Men,200m obstacle event,M,Bronze,United Kingdom,GBR
161,Paris,1900,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,Men,200m obstacle event,M,Gold,Australia,AUS
162,Paris,1900,Aquatics,Swimming,"WAHLE, Otto",AUT,Men,200m obstacle event,M,Silver,Austria,AUT
163,Paris,1900,Aquatics,Swimming,HOUBEN,FRA,Men,200m team swimming,M,Bronze,France,FRA
164,Paris,1900,Aquatics,Swimming,"LEUILLIEUX, Jean",FRA,Men,200m team swimming,M,Bronze,France,FRA
165,Paris,1900,Aquatics,Swimming,"MARTIN, Louis",FRA,Men,200m team swimming,M,Bronze,France,FRA
166,Paris,1900,Aquatics,Swimming,"MERCHEZ, Désiré",FRA,Men,200m team swimming,M,Bronze,France,FRA
167,Paris,1900,Aquatics,Swimming,TARTARA,FRA,Men,200m team swimming,M,Bronze,France,FRA
168,Paris,1900,Aquatics,Swimming,"FREY, Julius",GER,Men,200m team swimming,M,Gold,Germany,GER
169,Paris,1900,Aquatics,Swimming,"HAINLE, Max",GER,Men,200m team swimming,M,Gold,Germany,GER
170,Paris,1900,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,Men,200m team swimming,M,Gold,Germany,GER
171,Paris,1900,Aquatics,Swimming,"SCHÖNE, Max",GER,Men,200m team swimming,M,Gold,Germany,GER
172,Paris,1900,Aquatics,Swimming,"VON PETERSDORFF, Herbert",GER,Men,200m team swimming,M,Gold,Germany,GER
173,Paris,1900,Aquatics,Swimming,BERTRAND,FRA,Men,200m team swimming,M,Silver,France,FRA
174,Paris,1900,Aquatics,Swimming,CADET,FRA,Men,200m team swimming,M,Silver,France,FRA
175,Paris,1900,Aquatics,Swimming,"HOCHEPIED, Maurice",FRA,Men,200m team swimming,M,Silver,France,FRA
176,Paris,1900,Aquatics,Swimming,"HOCHEPIED, Victor",FRA,Men,200m team swimming,M,Silver,France,FRA
177,Paris,1900,Aquatics,Swimming,VERBECKE,FRA,Men,200m team swimming,M,Silver,France,FRA
178,Paris,1900,Aquatics,Swimming,"MARTIN, Louis",FRA,Men,4000m freestyle,M,Bronze,France,FRA
179,Paris,1900,Aquatics,Swimming,"JARVIS, John Arthur",GBR,Men,4000m freestyle,M,Gold,United Kingdom,GBR
180,Paris,1900,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,4000m freestyle,M,Silver,Hungary,HUN
181,Paris,1900,Aquatics,Swimming,"LYKKEBERG, Peder",DEN,Men,underwater swimming,M,Bronze,Denmark,DEN
182,Paris,1900,Aquatics,Swimming,"DE VENDEVILLE, Charles",FRA,Men,underwater swimming,M,Gold,France,FRA
183,Paris,1900,Aquatics,Swimming,"SIX, André",FRA,Men,underwater swimming,M,Silver,France,FRA
184,Paris,1900,Aquatics,Water polo,"BURGESS, Thomas",FRA,Men,water polo,M,Bronze,France,FRA
185,Paris,1900,Aquatics,Water polo,COULON,FRA,Men,water polo,M,Bronze,France,FRA
186,Paris,1900,Aquatics,Water polo,"DECUYPER, Alphonse",FRA,Men,water polo,M,Bronze,France,FRA
187,Paris,1900,Aquatics,Water polo,DEVENOT,FRA,Men,water polo,M,Bronze,France,FRA
188,Paris,1900,Aquatics,Water polo,FARDELLE,FRA,Men,water polo,M,Bronze,France,FRA
189,Paris,1900,Aquatics,Water polo,FAVIER,FRA,Men,water polo,M,Bronze,France,FRA
190,Paris,1900,Aquatics,Water polo,"LAUFRAY, Louis",FRA,Men,water polo,M,Bronze,France,FRA
191,Paris,1900,Aquatics,Water polo,LERICHE,FRA,Men,water polo,M,Bronze,France,FRA
192,Paris,1900,Aquatics,Water polo,"MARTIN, Louis",FRA,Men,water polo,M,Bronze,France,FRA
193,Paris,1900,Aquatics,Water polo,"MERCHEZ, Désiré",FRA,Men,water polo,M,Bronze,France,FRA
194,Paris,1900,Aquatics,Water polo,"PESLIER, Henri",FRA,Men,water polo,M,Bronze,France,FRA
195,Paris,1900,Aquatics,Water polo,PESLOY,FRA,Men,water polo,M,Bronze,France,FRA
196,Paris,1900,Aquatics,Water polo,"TREFFEL, Charles",FRA,Men,water polo,M,Bronze,France,FRA
197,Paris,1900,Aquatics,Water polo,"VASSEUR, Paul",FRA,Men,water polo,M,Bronze,France,FRA
198,Paris,1900,Aquatics,Water polo,"COE, Thomas",GBR,Men,water polo,M,Gold,United Kingdom,GBR
199,Paris,1900,Aquatics,Water polo,"DERBYSHIRE, John Henry",GBR,Men,water polo,M,Gold,United Kingdom,GBR
200,Paris,1900,Aquatics,Water polo,"KEMP, Peter",GBR,Men,water polo,M,Gold,United Kingdom,GBR
201,Paris,1900,Aquatics,Water polo,"LISTER, William",GBR,Men,water polo,M,Gold,United Kingdom,GBR
202,Paris,1900,Aquatics,Water polo,"ROBERTSON, Arthur",GBR,Men,water polo,M,Gold,United Kingdom,GBR
203,Paris,1900,Aquatics,Water polo,"ROBINSON, Eric",GBR,Men,water polo,M,Gold,United Kingdom,GBR
204,Paris,1900,Aquatics,Water polo,"WILKINSON, George",GBR,Men,water polo,M,Gold,United Kingdom,GBR
205,Paris,1900,Aquatics,Water polo,"COHEN, Henri",BEL,Men,water polo,M,Silver,Belgium,BEL
206,Paris,1900,Aquatics,Water polo,"DE BACKER, Jean",BEL,Men,water polo,M,Silver,Belgium,BEL
207,Paris,1900,Aquatics,Water polo,"DE BEHR, Victor",BEL,Men,water polo,M,Silver,Belgium,BEL
208,Paris,1900,Aquatics,Water polo,"FEYAERTS, Fernand",BEL,Men,water polo,M,Silver,Belgium,BEL
209,Paris,1900,Aquatics,Water polo,"GREGOIRE, Oscar",BEL,Men,water polo,M,Silver,Belgium,BEL
210,Paris,1900,Aquatics,Water polo,"MICHANT, Albert",BEL,Men,water polo,M,Silver,Belgium,BEL
211,Paris,1900,Aquatics,Water polo,"SONNEMANS, Victor",BEL,Men,water polo,M,Silver,Belgium,BEL
212,Paris,1900,Archery,Archery,"PETIT, Charles Frédéric",FRA,Men,"au chapelet, 33m",M,Bronze,France,FRA
213,Paris,1900,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,"au chapelet, 33m",M,Gold,Belgium,BEL
214,Paris,1900,Archery,Archery,"THIBAUD, Victor",FRA,Men,"au chapelet, 33m",M,Silver,France,FRA
215,Paris,1900,Archery,Archery,"MERCIER, Emile",FRA,Men,"au chapelet, 50m",M,Bronze,France,FRA
216,Paris,1900,Archery,Archery,"MOUGIN, Eugène",FRA,Men,"au chapelet, 50m",M,Gold,France,FRA
217,Paris,1900,Archery,Archery,"HELLE, Henri",FRA,Men,"au chapelet, 50m",M,Silver,France,FRA
218,Paris,1900,Archery,Archery,"PETIT, Charles Frédéric",FRA,Men,"au cordon doré, 33m",M,Bronze,France,FRA
219,Paris,1900,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,"au cordon doré, 33m",M,Gold,Belgium,BEL
220,Paris,1900,Archery,Archery,"THIBAUD, Victor",FRA,Men,"au cordon doré, 33m",M,Silver,France,FRA
221,Paris,1900,Archery,Archery,"FISSEUX, Emile",FRA,Men,"au cordon doré, 50m",M,Bronze,France,FRA
222,Paris,1900,Archery,Archery,"HEROUIN, Henri",FRA,Men,"au cordon doré, 50m",M,Gold,France,FRA
223,Paris,1900,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,"au cordon doré, 50m",M,Silver,Belgium,BEL
224,Paris,1900,Archery,Archery,"FOULON, Emmanuel",BEL,Men,sur la perche à la herse,M,Gold,Belgium,BEL
225,Paris,1900,Archery,Archery,"DRUART, Jr.",BEL,Men,sur la perche à la herse,M,Silver,Belgium,BEL
226,Paris,1900,Archery,Archery,"SERRURIER, Auguste",FRA,Men,sur la perche à la herse,M,Silver,France,FRA
227,Paris,1900,Archery,Archery,"GLINEUX, Louis",BEL,Men,sur la perche à la pyramide,M,Bronze,Belgium,BEL
